
[200, 220, 200, 220, 320, 349]	5	4	 Score: 52
[200, 220, 200, 220, 300, 297]	4	4	 Score: 55
[200, 220, 200, 220, 260, 297]	2		 Score: 55
[200, 220, 200, 220, 300, 398]	4	2	 Score: 57
[200, 220, 200, 220, 280, 398]	3	3	 Score: 59
[200, 220, 200, 220, 320, 297]	5	3	 Score: 62
[200, 220, 200, 300, 360, 398]	3	4	 Score: 65
[200, 220, 200, 220, 320, 246]	5	3	 Score: 68
[200, 220, 200, 220, 300, 246]	4	4	 Score: 71
[200, 220, 200, 220, 360, 297]	7	4	 Score: 75
[200, 220, 200, 220, 360, 398]	7	6	 Score: 80
[200, 220, 200, 220, 280, 297]	3	6	 Score: 85
[200, 220, 200, 220, 320, 398]	5	3	 Score: 88
[200, 220, 200, 220, 360, 349]	7	5	 Score: 93
[200, 220, 200, 450, 530, 365]	4	6	 Score: 98
[200, 220, 200, 220, 280, 349]	3	4	 Score: 102
[200, 220, 200, 220, 300, 349]	4	4	 Score: 103
